contig	final_kluster	seasonal_pattern	klusters_tree_HC	klusters_tree_TsClust	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	vc2_clus_1	vc2_clus_2	vc2_clus_3	vc2_clus_4	vc2_clus_5	vc2_clus_6	RaFah_host_prediction	label
2019-Nov-viral-fraction__viral-spades-short__as-yet-unknown__56697bp__000078||full	93s	seasonal	94	93	56694	No	NA	78	28	0	High-quality	High-quality	96.01	AAI-based (high-confidence)	0	1	526	1065	NA	NA	NA	NA	Methylocaldum	2019-Nov-viral-fraction__viral-spades-short__as-yet-unknown__56697bp__000078||full_CDS_0007
2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__29563bp__000314||full	82s	seasonal	85	82	29561	No	NA	28	4	0	Medium-quality	Genome-fragment	57.36	AAI-based (high-confidence)	0	1	NA	NA	NA	NA	NA	NA	Pseudomonas	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__29563bp__000314||full_CDS_0011
2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__30818bp__000281||full	24s	seasonal	25	24	30816	No	NA	35	7	0	Medium-quality	Genome-fragment	58.75	AAI-based (high-confidence)	0	1	582	NA	NA	NA	NA	NA	Roseburia	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__30818bp__000281||full_CDS_0029
2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__32195bp__000249||full	51s	seasonal	7	51	32192	No	NA	36	12	0	Medium-quality	Genome-fragment	51.34	AAI-based (medium-confidence)	0	1	32	NA	NA	NA	NA	NA	Methylocaldum	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__32195bp__000249||full_CDS_0034
2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__34108bp__000208||full	24s	seasonal	25	24	34105	No	NA	36	13	0	Medium-quality	Genome-fragment	57.63	AAI-based (high-confidence)	0	1	526	1065	NA	NA	NA	NA	Vibrio	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__34108bp__000208||full_CDS_0018
2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__34140bp__000207||full	12s	seasonal	12	12	34139	No	NA	58	14	0	Medium-quality	Genome-fragment	57.14	AAI-based (high-confidence)	0	1	648	NA	NA	NA	NA	NA	Vibrio	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__34140bp__000207||full_CDS_0024
2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__40126bp__000130||full	42s	seasonal	67	42	40106	No	NA	61	16	0	Medium-quality	Genome-fragment	69.46	AAI-based (high-confidence)	0	1	23	22	NA	NA	NA	NA	Vibrio	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__40126bp__000130||full_CDS_0050
2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__42972bp__000107||full	42s	seasonal	45	42	42969	No	NA	73	25	0	Medium-quality	Genome-fragment	74.22	AAI-based (high-confidence)	0	1	23	NA	NA	NA	NA	NA	Vibrio	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__42972bp__000107||full_CDS_0009
2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__43588bp__000106||full	42s	seasonal	68	42	43585	No	NA	66	29	0	Medium-quality	Genome-fragment	70.48	AAI-based (high-confidence)	0	1	647	NA	NA	NA	NA	NA	Vibrio	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__43588bp__000106||full_CDS_0060
2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__51547bp__000057||full	12s	seasonal	12	12	51546	No	NA	73	28	0	Medium-quality	Genome-fragment	87.72	AAI-based (high-confidence)	0	1	1768	NA	NA	NA	NA	NA	Methylocaldum	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__51547bp__000057||full_CDS_0054
2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__57863bp__000039||full	16s	seasonal	19	16	57458	No	NA	82	32	0	High-quality	High-quality	98.96	AAI-based (high-confidence)	0	1.01	729	NA	NA	NA	NA	NA	Vibrio	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__57863bp__000039||full_CDS_0028
2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__61161bp__000032||full	22s	seasonal	23	22	61158	No	NA	78	25	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	648	NA	NA	NA	NA	NA	Vibrio	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__61161bp__000032||full_CDS_0070
2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__61729bp__000028||full	12s	seasonal	12	12	61726	No	NA	87	26	2	High-quality	High-quality	100	AAI-based (high-confidence)	0	1.01	635	624	NA	NA	NA	NA	Methylocaldum	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__61729bp__000028||full_CDS_0060
2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__51120bp__000074||full	64s	seasonal	62	64	51118	No	NA	74	24	0	High-quality	High-quality	95.93	AAI-based (high-confidence)	0	1	935	NA	NA	NA	NA	NA	Methylocaldum	2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__51120bp__000074||full_CDS_0006
2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__55274bp__000052||full	97s	seasonal	92	97	55270	No	NA	83	31	0	High-quality	High-quality	96.38	AAI-based (high-confidence)	0	1.05	531	523	NA	NA	NA	NA	Vibrio	2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__55274bp__000052||full_CDS_0048
2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__61214bp__000029||full	77s	seasonal	81	77	61211	No	NA	72	26	1	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	36	38	NA	NA	NA	NA	Methylocaldum	2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__61214bp__000029||full_CDS_0005
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__29206bp__000402||full	26s	seasonal	25	26	29203	No	NA	36	9	0	Medium-quality	Genome-fragment	51.42	AAI-based (high-confidence)	0	1	523	531	NA	NA	NA	NA	Vibrio	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__29206bp__000402||full_CDS_0016
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__33017bp__000290||full	8s	seasonal	7	8	33013	No	NA	29	12	0	Medium-quality	Genome-fragment	56.64	AAI-based (medium-confidence)	0	1	36	NA	NA	NA	NA	NA	Methylocaldum	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__33017bp__000290||full_CDS_0028
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__33228bp__000282||full	93s	seasonal	94	93	33225	No	NA	47	11	1	Medium-quality	Genome-fragment	56.28	AAI-based (high-confidence)	0	1	1385	498	NA	NA	NA	NA	Acidovorax	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__33228bp__000282||full_CDS_0023
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__33499bp__000278||full	92s	seasonal	93	92	33496	No	NA	63	18	0	Medium-quality	Genome-fragment	55.6	AAI-based (high-confidence)	0	1	648	NA	NA	NA	NA	NA	Vibrio	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__33499bp__000278||full_CDS_0002
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__39064bp__000180||full	68s	seasonal	100	68	39004	No	NA	50	16	0	Medium-quality	Genome-fragment	71.41	AAI-based (high-confidence)	0	1	NA	NA	NA	NA	NA	NA	Methylocaldum	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__39064bp__000180||full_CDS_0038
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__39238bp__000177||full	63s	seasonal	54	63	39237	No	NA	56	10	0	Medium-quality	Genome-fragment	64.13	AAI-based (high-confidence)	0	1	1971	7	724	NA	NA	NA	Methylocaldum	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__39238bp__000177||full_CDS_0047
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__39412bp__000173||full	84s	seasonal	87	84	39378	No	NA	69	21	1	Medium-quality	Genome-fragment	65.71	AAI-based (high-confidence)	0	1	2420	NA	NA	NA	NA	NA	Vibrio	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__39412bp__000173||full_CDS_0005
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__41759bp__000142||full	35s	seasonal	34	35	41614	No	NA	52	17	0	Medium-quality	Genome-fragment	73.04	AAI-based (high-confidence)	0	1.01	36	38	NA	NA	NA	NA	Methylocaldum	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__41759bp__000142||full_CDS_0028
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__43955bp__000126||full	54s	seasonal	54	54	43954	No	NA	59	15	2	Medium-quality	Genome-fragment	71.71	AAI-based (high-confidence)	0	1	639	NA	NA	NA	NA	NA	Vibrio	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__43955bp__000126||full_CDS_0027
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__44848bp__000121||full	92s	seasonal	93	92	44536	No	NA	53	19	0	Medium-quality	Genome-fragment	78.58	AAI-based (high-confidence)	0	1	36	38	527	NA	NA	NA	Vibrio	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__44848bp__000121||full_CDS_0008
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__56366bp__000060||full	37s	seasonal	40	37	56290	No	NA	74	24	0	High-quality	High-quality	95.65	AAI-based (high-confidence)	0	1	38	36	NA	NA	NA	NA	Methylocaldum	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__56366bp__000060||full_CDS_0052
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__58870bp__000053||full	61s	seasonal	61	61	58845	No	NA	86	29	0	High-quality	High-quality	97.38	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Vibrio	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__58870bp__000053||full_CDS_0049
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__30913bp__000323||full	63s	seasonal	54	63	30877	No	NA	41	11	0	Medium-quality	Genome-fragment	50.25	AAI-based (high-confidence)	0	1	7	724	NA	NA	NA	NA	Methylocaldum	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__30913bp__000323||full_CDS_0027
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__37526bp__000192||full	18s	seasonal	20	18	37522	No	NA	55	14	0	Medium-quality	Genome-fragment	61.92	AAI-based (high-confidence)	0	1	631	NA	NA	NA	NA	NA	Methylocaldum	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__37526bp__000192||full_CDS_0030
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__39557bp__000161||full	56s	seasonal	20	56	39552	No	NA	46	13	1	Medium-quality	Genome-fragment	63.61	AAI-based (high-confidence)	0	1	628	NA	NA	NA	NA	NA	Vibrio	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__39557bp__000161||full_CDS_0026
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__49941bp__000088||full	36s	seasonal	39	36	49884	No	NA	66	24	0	Medium-quality	Genome-fragment	87.22	AAI-based (high-confidence)	0	1	36	38	NA	NA	NA	NA	Methylocaldum	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__49941bp__000088||full_CDS_0028
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__50410bp__000084||full	17s	seasonal	14	17	50376	No	NA	69	23	1	Medium-quality	Genome-fragment	82.17	AAI-based (high-confidence)	0	1	653	NA	NA	NA	NA	NA	Vibrio	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__50410bp__000084||full_CDS_0024
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__54273bp__000064||full	59s	seasonal	106	59	54270	No	NA	68	8	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	767	NA	NA	NA	NA	NA	Roseburia	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__54273bp__000064||full_CDS_0003
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__57989bp__000051||full	56s	seasonal	33	56	57985	No	NA	81	30	1	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	729	NA	NA	NA	NA	NA	Vibrio	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__57989bp__000051||full_CDS_0023
2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__31562bp__000287||full	16s	seasonal	19	16	31536	No	NA	50	21	1	Medium-quality	Genome-fragment	52.02	AAI-based (high-confidence)	0	1	54	1022	NA	NA	NA	NA	Vibrio	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__31562bp__000287||full_CDS_0003
2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__32391bp__000269||full	56s	seasonal	37	56	32390	No	NA	47	17	0	Medium-quality	Genome-fragment	53.58	AAI-based (high-confidence)	0	1	644	NA	NA	NA	NA	NA	Vibrio	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__32391bp__000269||full_CDS_0007
2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__33190bp__000251||full	95s	seasonal	101	95	33173	No	NA	40	14	0	Medium-quality	Genome-fragment	56.51	AAI-based (medium-confidence)	0	1	NA	NA	NA	NA	NA	NA	Methylocaldum	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__33190bp__000251||full_CDS_0038
2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__34828bp__000216||full	16s	seasonal	19	16	34825	No	NA	55	18	0	Medium-quality	Genome-fragment	57.4	AAI-based (high-confidence)	0	1	653	648	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__34828bp__000216||full_CDS_0002
2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__35144bp__000212||full	99s	seasonal	44	99	35141	No	NA	50	12	0	Medium-quality	Genome-fragment	60.94	AAI-based (high-confidence)	0	1	36	NA	NA	NA	NA	NA	Methylocaldum	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__35144bp__000212||full_CDS_0016
2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__46196bp__000101||full	26s	seasonal	28	26	45985	No	NA	49	18	0	Medium-quality	Genome-fragment	77.09	AAI-based (high-confidence)	0	1	36	38	NA	NA	NA	NA	Methylocaldum	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__46196bp__000101||full_CDS_0037
2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__47824bp__000094||full	78s	seasonal	83	78	47822	No	NA	60	20	0	Medium-quality	Genome-fragment	84.35	AAI-based (high-confidence)	0	1	38	36	NA	NA	NA	NA	Methylocaldum	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__47824bp__000094||full_CDS_0040
2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__49726bp__000092||full	46s	seasonal	70	46	49724	No	NA	77	25	0	Medium-quality	Genome-fragment	83.56	AAI-based (high-confidence)	0	1	526	1065	NA	NA	NA	NA	Vibrio	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__49726bp__000092||full_CDS_0070
2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__63605bp__000032||full	16s	seasonal	92	16	63604	No	NA	93	30	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	653	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__63605bp__000032||full_CDS_0032
2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__96662bp__000012||full	41s	seasonal	44	41	96661	No	NA	122	5	3	Medium-quality	Genome-fragment	58.97	HMM-based (lower-bound)	0	1	2854	2431	NA	NA	NA	NA	ND	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__96662bp__000012||full_CDS_0037
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__30414bp__000399||full	6s	seasonal	10	6	30413	No	NA	32	8	0	Medium-quality	Genome-fragment	52.83	AAI-based (high-confidence)	0	1	36	NA	NA	NA	NA	NA	Methylocaldum	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__30414bp__000399||full_CDS_0024
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__30981bp__000387||full	23s	seasonal	24	23	30977	No	NA	37	10	0	Medium-quality	Genome-fragment	51.14	AAI-based (high-confidence)	0	1	648	NA	NA	NA	NA	NA	Methylocaldum	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__30981bp__000387||full_CDS_0001
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__41008bp__000182||full	59s	seasonal	58	59	41008	No	NA	41	5	0	Medium-quality	Genome-fragment	79.62	AAI-based (medium-confidence)	0	1	582	NA	NA	NA	NA	NA	Pseudomonas	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__41008bp__000182||full_CDS_0005
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__47762bp__000112||full	106s	seasonal	107	106	47760	No	NA	65	8	1	High-quality	High-quality	99.99	AAI-based (high-confidence)	0	1	584	NA	NA	NA	NA	NA	Roseburia	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__47762bp__000112||full_CDS_0020
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__50705bp__000096||full	75s	seasonal	58	75	50704	No	NA	70	24	0	High-quality	High-quality	93.44	AAI-based (high-confidence)	0	1	935	NA	NA	NA	NA	NA	Methylocaldum	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__50705bp__000096||full_CDS_0058
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__64913bp__000036||full	57s	seasonal	97	57	64910	No	NA	97	34	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1.01	653	NA	NA	NA	NA	NA	Vibrio	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__64913bp__000036||full_CDS_0082
2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__31753bp__000311||full	104s	seasonal	64	104	31749	No	NA	35	14	0	Medium-quality	Genome-fragment	54.91	AAI-based (high-confidence)	0	1	22	23	NA	NA	NA	NA	Streptococcus	2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__31753bp__000311||full_CDS_0015
2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__33541bp__000274||full	64s	seasonal	62	64	33457	No	NA	42	17	0	Medium-quality	Genome-fragment	56.59	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Vibrio	2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__33541bp__000274||full_CDS_0007
2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__34845bp__000250||full	16s	seasonal	19	16	34842	No	NA	45	7	0	Medium-quality	Genome-fragment	59.53	AAI-based (high-confidence)	0	1	1763	36	NA	NA	NA	NA	Methylocaldum	2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__34845bp__000250||full_CDS_0038
2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__52075bp__000085||full	77s	seasonal	81	77	51952	No	NA	65	27	0	Medium-quality	Genome-fragment	85.89	AAI-based (high-confidence)	0	1	631	635	727	NA	NA	NA	Methylocaldum	2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__52075bp__000085||full_CDS_0012
2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__52457bp__000080||full	64s	seasonal	64	64	52455	No	NA	74	26	0	High-quality	High-quality	90.61	AAI-based (high-confidence)	0	1	531	523	NA	NA	NA	NA	Methylocaldum	2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__52457bp__000080||full_CDS_0015
2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__53620bp__000073||full	18ns	non.seasonal	20	18	53619	No	NA	62	7	1	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	582	NA	NA	NA	NA	NA	Roseburia	2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__53620bp__000073||full_CDS_0052
2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__56354bp__000057||full	85s	seasonal	61	85	56351	No	NA	84	28	0	High-quality	High-quality	91.73	AAI-based (medium-confidence)	0	1	653	NA	NA	NA	NA	NA	Vibrio	2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__56354bp__000057||full_CDS_0071
2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__61514bp__000042||full	102s	seasonal	46	102	57634	No	NA	87	32	0	High-quality	High-quality	99.99	AAI-based (high-confidence)	0	1	531	523	NA	NA	NA	NA	Methylocaldum	2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__61514bp__000042||full_CDS_0082
2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__33147bp__000223||full	64s	seasonal	42	64	33147	No	NA	27	12	0	Medium-quality	Genome-fragment	57.67	AAI-based (high-confidence)	0	1	36	NA	NA	NA	NA	NA	Methylocaldum	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__33147bp__000223||full_CDS_0003
2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__35787bp__000175||full	89s	seasonal	90	89	35785	No	NA	48	19	0	Medium-quality	Genome-fragment	57.5	AAI-based (high-confidence)	0	1	33	217	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__35787bp__000175||full_CDS_0013
2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__44987bp__000099||full	93s	seasonal	94	93	44836	No	NA	60	18	0	Medium-quality	Genome-fragment	75.42	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__44987bp__000099||full_CDS_0029
2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__54246bp__000054||full	6s	seasonal	6	6	53845	No	NA	72	24	0	High-quality	High-quality	93.58	AAI-based (high-confidence)	0	1	38	36	NA	NA	NA	NA	Methylocaldum	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__54246bp__000054||full_CDS_0047
2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__54834bp__000051||full	90s	seasonal	91	90	54511	No	NA	75	28	0	Medium-quality	Genome-fragment	66.8	HMM-based (lower-bound)	0	1	531	523	NA	NA	NA	NA	Vibrio	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__54834bp__000051||full_CDS_0048
2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__55200bp__000050||full	105s	seasonal	62	105	55197	No	NA	76	28	1	High-quality	High-quality	93.44	AAI-based (high-confidence)	0	1	635	NA	NA	NA	NA	NA	Vibrio	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__55200bp__000050||full_CDS_0002
2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__92635bp__000012||full	57s	seasonal	56	57	92584	No	NA	144	48	3	High-quality	High-quality	100	AAI-based (high-confidence)	0	1.01	935	NA	NA	NA	NA	NA	Methylocaldum	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__92635bp__000012||full_CDS_0026
2020-Sep-viral-fraction__viral-spades-short__as-yet-unknown__43940bp__000094||full	40s	seasonal	16	40	43936	No	NA	70	25	0	Medium-quality	Genome-fragment	74.63	AAI-based (high-confidence)	0	1	23	NA	NA	NA	NA	NA	Vibrio	2020-Sep-viral-fraction__viral-spades-short__as-yet-unknown__43940bp__000094||full_CDS_0066
2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__29311bp__000314||full	57s	seasonal	104	57	29310	No	NA	41	9	0	Medium-quality	Genome-fragment	51.52	AAI-based (high-confidence)	0	1	729	NA	NA	NA	NA	NA	Vibrio	2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__29311bp__000314||full_CDS_0015
2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__33691bp__000215||full	100s	seasonal	61	100	33690	No	NA	67	12	1	Medium-quality	Genome-fragment	58.06	AAI-based (high-confidence)	0	1	23	22	NA	NA	NA	NA	Vibrio	2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__33691bp__000215||full_CDS_0012
2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__35960bp__000185||full	84s	seasonal	97	84	35862	No	NA	44	16	1	Medium-quality	Genome-fragment	57.35	AAI-based (high-confidence)	0	1	984	857	855	NA	NA	NA	Vibrio	2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__35960bp__000185||full_CDS_0039
2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__48987bp__000075||full	97s	seasonal	92	97	48984	No	NA	68	23	0	Medium-quality	Genome-fragment	84.43	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Acidovorax	2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__48987bp__000075||full_CDS_0032
2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__60381bp__000031||full	100s	seasonal	104	100	60381	No	NA	87	25	2	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	635	NA	NA	NA	NA	NA	Vibrio	2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__60381bp__000031||full_CDS_0055
2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__31306bp__000290||full	56s	seasonal	20	56	31250	No	NA	29	15	0	Medium-quality	Genome-fragment	50.9	AAI-based (medium-confidence)	0	1	53	1021	NA	NA	NA	NA	Vibrio	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__31306bp__000290||full_CDS_0025
2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__34769bp__000231||full	61s	seasonal	61	61	34492	No	NA	46	10	0	Medium-quality	Genome-fragment	87.74	AAI-based (high-confidence)	0	1	1477	1476	NA	NA	NA	NA	Nocardiopsis	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__34769bp__000231||full_CDS_0014
2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__37038bp__000188||full	1s	seasonal	10	1	36307	No	NA	38	10	0	Medium-quality	Genome-fragment	63.02	AAI-based (medium-confidence)	0	1	36	NA	NA	NA	NA	NA	Methylocaldum	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__37038bp__000188||full_CDS_0021
2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__41531bp__000144||full	38s	seasonal	12	38	41392	No	NA	58	25	0	Medium-quality	Genome-fragment	66.75	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Acidovorax	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__41531bp__000144||full_CDS_0001
2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__47737bp__000093||full	92s	seasonal	93	92	47699	No	NA	80	24	0	Medium-quality	Genome-fragment	78.48	AAI-based (high-confidence)	0	1	648	653	NA	NA	NA	NA	Vibrio	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__47737bp__000093||full_CDS_0033
2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__54136bp__000059||full	8s	seasonal	95	8	54133	No	NA	84	26	1	Medium-quality	Genome-fragment	87.33	AAI-based (high-confidence)	0	1	29	NA	NA	NA	NA	NA	Acidovorax	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__54136bp__000059||full_CDS_0063
2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__58152bp__000044||full	85s	seasonal	66	85	58150	No	NA	88	30	0	High-quality	High-quality	93.46	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Vibrio	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__58152bp__000044||full_CDS_0038
